,Minimum,Average,Maximum,Std. Dev.,Std. Err.
Channel 1,0,42053.34,215367,32715.35,532.4
Channel 2,0,5289.82,27298,3332.65,54.23
Channel 3,0,1173,6077,879.45,14.31
Channel 4,0,120.65,500,83.64,1.36
Channel 5,0,40.58,376,32.39,0.53
Channel 6,0,7.28,120,8.38,0.14

Record #,Location,Date & Time,Instrument Status,Sample Time,Laser Status,Ch1 Size (um),Ch1 Differential,Ch1 Alarm,Ch2 Size (um),Ch2 Differential,Ch2 Alarm,Ch3 Size (um),Ch3 Differential,Ch3 Alarm,Ch4 Size (um),Ch4 Differential,Ch4 Alarm,Ch5 Size (um),Ch5 Differential,Ch5 Alarm,Ch6 Size (um),Ch6 Differential,Ch6 Alarm,Flow Status,Volume(ft3),Temperature(°F),Humidity(%)
2203,box.a5,4/28/2014 4:07:22 PM,(ok),00:01:00,OK,0.3,27862,,0.5,3938,,1,552,,2.5,35,,5,17,,10,1,,OK,0.10,N/A,0
2204,box.a5,4/28/2014 4:08:22 PM,(ok),00:01:00,OK,0.3,27886,,0.5,3721,,1,560,,2.5,36,,5,12,,10,4,,OK,0.10,N/A,0
2205,box.a5,4/28/2014 4:09:22 PM,(ok),00:01:00,OK,0.3,28197,,0.5,3795,,1,560,,2.5,30,,5,9,,10,4,,OK,0.10,N/A,0
2206,box.a5,4/28/2014 4:10:22 PM,(ok),00:01:00,OK,0.3,27823,,0.5,3831,,1,522,,2.5,30,,5,8,,10,4,,OK,0.10,N/A,0
2207,box.a5,4/28/2014 4:11:22 PM,(ok),00:01:00,OK,0.3,27656,,0.5,3829,,1,529,,2.5,35,,5,8,,10,4,,OK,0.10,N/A,0
2208,box.a5,4/28/2014 4:12:22 PM,(ok),00:01:00,OK,0.3,27675,,0.5,3688,,1,550,,2.5,31,,5,12,,10,3,,OK,0.10,N/A,0
2209,box.a5,4/28/2014 4:13:22 PM,(ok),00:01:00,OK,0.3,28103,,0.5,3762,,1,551,,2.5,30,,5,18,,10,2,,OK,0.10,N/A,0
2210,box.a5,4/28/2014 4:14:22 PM,(ok),00:01:00,OK,0.3,27880,,0.5,3695,,1,523,,2.5,34,,5,12,,10,1,,OK,0.10,N/A,0
2211,box.a5,4/28/2014 4:15:22 PM,(ok),00:01:00,OK,0.3,28028,,0.5,3734,,1,513,,2.5,31,,5,14,,10,5,,OK,0.10,N/A,0
2212,box.a5,4/28/2014 4:16:22 PM,(ok),00:01:00,OK,0.3,27591,,0.5,3687,,1,486,,2.5,26,,5,12,,10,2,,OK,0.10,N/A,0
2213,box.a5,4/28/2014 4:17:22 PM,(ok),00:01:00,OK,0.3,27590,,0.5,3647,,1,506,,2.5,32,,5,12,,10,2,,OK,0.10,N/A,0
2214,box.a5,4/28/2014 4:18:22 PM,(ok),00:01:00,OK,0.3,27766,,0.5,3799,,1,521,,2.5,33,,5,15,,10,3,,OK,0.10,N/A,0
2215,box.a5,4/28/2014 4:19:22 PM,(ok),00:01:00,OK,0.3,27689,,0.5,3770,,1,498,,2.5,41,,5,13,,10,2,,OK,0.10,N/A,0
2216,box.a5,4/28/2014 4:20:22 PM,(ok),00:01:00,OK,0.3,27242,,0.5,3692,,1,481,,2.5,33,,5,10,,10,4,,OK,0.10,N/A,0
2217,box.a5,4/28/2014 4:21:22 PM,(ok),00:01:00,OK,0.3,27780,,0.5,3704,,1,595,,2.5,55,,5,26,,10,6,,OK,0.10,N/A,0
2218,box.a5,4/28/2014 4:22:22 PM,(ok),00:01:00,OK,0.3,28813,,0.5,4145,,1,684,,2.5,68,,5,20,,10,4,,OK,0.10,N/A,0
2219,box.a5,4/28/2014 4:23:22 PM,(ok),00:01:00,OK,0.3,29098,,0.5,4087,,1,747,,2.5,61,,5,14,,10,4,,OK,0.10,N/A,0
2220,box.a5,4/28/2014 4:24:22 PM,(ok),00:01:00,OK,0.3,29460,,0.5,4080,,1,664,,2.5,42,,5,17,,10,4,,OK,0.10,N/A,0
2221,box.a5,4/28/2014 4:25:22 PM,(ok),00:01:00,OK,0.3,29230,,0.5,3978,,1,650,,2.5,43,,5,18,,10,6,,OK,0.10,N/A,0
2222,box.a5,4/28/2014 4:26:22 PM,(ok),00:01:00,OK,0.3,30086,,0.5,4295,,1,983,,2.5,171,,5,88,,10,21,,OK,0.10,N/A,0
2223,box.a5,4/28/2014 4:27:22 PM,(ok),00:01:00,OK,0.3,28828,,0.5,3914,,1,753,,2.5,105,,5,48,,10,16,,OK,0.10,N/A,0
2224,box.a5,4/28/2014 4:28:22 PM,(ok),00:01:00,OK,0.3,29299,,0.5,4062,,1,799,,2.5,123,,5,42,,10,10,,OK,0.10,N/A,0
2225,box.a5,4/28/2014 4:29:22 PM,(ok),00:01:00,OK,0.3,28778,,0.5,3937,,1,775,,2.5,98,,5,44,,10,17,,OK,0.10,N/A,0
2226,box.a5,4/28/2014 4:30:22 PM,(ok),00:01:00,OK,0.3,29770,,0.5,4008,,1,812,,2.5,120,,5,50,,10,15,,OK,0.10,N/A,0
2227,box.a5,4/28/2014 4:31:22 PM,(ok),00:01:00,OK,0.3,29749,,0.5,3999,,1,737,,2.5,101,,5,43,,10,7,,OK,0.10,N/A,0
2228,box.a5,4/28/2014 4:32:22 PM,(ok),00:01:00,OK,0.3,29159,,0.5,3900,,1,706,,2.5,80,,5,32,,10,8,,OK,0.10,N/A,0
2229,box.a5,4/28/2014 4:33:22 PM,(ok),00:00:47,OK,0.3,23083,,0.5,2963,,1,506,,2.5,54,,5,30,,10,7,,OK,0.08,N/A,0
2230,purge,4/29/2014 9:00:03 AM,(ok),00:02:00,OK,0.3,0,,0.5,0,,1,0,,3,0,,5,0,,10,0,,OK,0.20,N/A,0
2231,purge,4/29/2014 9:03:17 AM,(ok),00:05:00,OK,0.3,0,,0.5,0,,1,0,,3,0,,5,0,,10,0,,OK,0.50,N/A,0
2232,box.a5,4/29/2014 9:13:53 AM,(ok),00:01:00,OK,0.3,57566,,0.5,5819,,1,1430,,2.5,213,,5,76,,10,11,,OK,0.10,N/A,0
2233,box.a5,4/29/2014 9:14:53 AM,(ok),00:01:00,OK,0.3,54975,,0.5,5595,,1,1333,,2.5,195,,5,67,,10,7,,OK,0.10,N/A,0
2234,box.a5,4/29/2014 9:15:53 AM,(ok),00:01:00,OK,0.3,56840,,0.5,5864,,1,1278,,2.5,180,,5,66,,10,3,,OK,0.10,N/A,0
2235,box.a5,4/29/2014 9:16:53 AM,(ok),00:01:00,OK,0.3,55748,,0.5,5758,,1,1332,,2.5,181,,5,62,,10,3,,OK,0.10,N/A,0
2236,box.a5,4/29/2014 9:17:53 AM,(ok),00:01:00,OK,0.3,54228,,0.5,5732,,1,1315,,2.5,183,,5,69,,10,3,,OK,0.10,N/A,0
2237,box.a5,4/29/2014 9:18:53 AM,(ok),00:01:00,OK,0.3,55167,,0.5,5646,,1,1174,,2.5,183,,5,62,,10,9,,OK,0.10,N/A,0
2238,box.a5,4/29/2014 9:19:53 AM,(ok),00:01:00,OK,0.3,54559,,0.5,5572,,1,1260,,2.5,168,,5,65,,10,6,,OK,0.10,N/A,0
2239,box.a5,4/29/2014 9:20:53 AM,(ok),00:01:00,OK,0.3,57467,,0.5,5864,,1,1321,,2.5,186,,5,76,,10,10,,OK,0.10,N/A,0
2240,box.a5,4/29/2014 9:21:53 AM,(ok),00:01:00,OK,0.3,65754,,0.5,6805,,1,1387,,2.5,214,,5,60,,10,0,,OK,0.10,N/A,0
2241,box.a5,4/29/2014 9:22:53 AM,(ok),00:01:00,OK,0.3,60268,,0.5,6271,,1,1436,,2.5,194,,5,69,,10,5,,OK,0.10,N/A,0
2242,box.a5,4/29/2014 9:23:53 AM,(ok),00:01:00,OK,0.3,59788,,0.5,6244,,1,1438,,2.5,189,,5,54,,10,5,,OK,0.10,N/A,0
2243,box.a5,4/29/2014 9:24:53 AM,(ok),00:01:00,OK,0.3,62787,,0.5,6377,,1,1551,,2.5,219,,5,65,,10,8,,OK,0.10,N/A,0
2244,box.a5,4/29/2014 9:25:53 AM,(ok),00:01:00,OK,0.3,68386,,0.5,7660,,1,1627,,2.5,206,,5,71,,10,9,,OK,0.10,N/A,0
2245,box.a5,4/29/2014 9:26:53 AM,(ok),00:01:00,OK,0.3,93709,,0.5,12155,,1,1984,,2.5,197,,5,61,,10,9,,OK,0.10,N/A,0
2246,box.a5,4/29/2014 9:27:53 AM,(ok),00:01:00,OK,0.3,65575,,0.5,7037,,1,1372,,2.5,198,,5,59,,10,8,,OK,0.10,N/A,0
2247,box.a5,4/29/2014 9:28:53 AM,(ok),00:01:00,OK,0.3,60829,,0.5,6409,,1,1370,,2.5,204,,5,62,,10,7,,OK,0.10,N/A,0
2248,box.a5,4/29/2014 9:29:53 AM,(ok),00:01:00,OK,0.3,61833,,0.5,6720,,1,1456,,2.5,178,,5,50,,10,3,,OK,0.10,N/A,0
2249,box.a5,4/29/2014 9:30:53 AM,(ok),00:01:00,OK,0.3,64435,,0.5,6452,,1,1371,,2.5,191,,5,72,,10,3,,OK,0.10,N/A,0
2250,box.a5,4/29/2014 9:31:53 AM,(ok),00:01:00,OK,0.3,60319,,0.5,6289,,1,1384,,2.5,174,,5,67,,10,3,,OK,0.10,N/A,0
2251,box.a5,4/29/2014 9:32:53 AM,(ok),00:01:00,OK,0.3,59505,,0.5,6020,,1,1320,,2.5,178,,5,61,,10,10,,OK,0.10,N/A,0
2252,box.a5,4/29/2014 9:33:53 AM,(ok),00:01:00,OK,0.3,59569,,0.5,6172,,1,1476,,2.5,205,,5,62,,10,6,,OK,0.10,N/A,0
2253,box.a5,4/29/2014 9:34:53 AM,(ok),00:01:00,OK,0.3,58318,,0.5,5940,,1,1573,,2.5,197,,5,70,,10,9,,OK,0.10,N/A,0
2254,box.a5,4/29/2014 9:35:53 AM,(ok),00:01:00,OK,0.3,56953,,0.5,5902,,1,1424,,2.5,174,,5,62,,10,7,,OK,0.10,N/A,0
2255,box.a5,4/29/2014 9:36:53 AM,(ok),00:01:00,OK,0.3,56047,,0.5,6582,,1,1602,,2.5,226,,5,63,,10,3,,OK,0.10,N/A,0
2256,box.a5,4/29/2014 9:37:53 AM,(ok),00:01:00,OK,0.3,64986,,0.5,6222,,1,1336,,2.5,210,,5,70,,10,11,,OK,0.10,N/A,0
2257,box.a5,4/29/2014 9:38:53 AM,(ok),00:01:00,OK,0.3,69328,,0.5,6360,,1,1319,,2.5,195,,5,73,,10,12,,OK,0.10,N/A,0
2258,box.a5,4/29/2014 9:39:53 AM,(ok),00:01:00,OK,0.3,55643,,0.5,5517,,1,1176,,2.5,182,,5,66,,10,4,,OK,0.10,N/A,0
2259,box.a5,4/29/2014 9:40:53 AM,(ok),00:01:00,OK,0.3,57640,,0.5,5799,,1,1287,,2.5,173,,5,62,,10,9,,OK,0.10,N/A,0
2260,box.a5,4/29/2014 9:41:53 AM,(ok),00:01:00,OK,0.3,56284,,0.5,5944,,1,1309,,2.5,178,,5,62,,10,5,,OK,0.10,N/A,0
2261,box.a5,4/29/2014 9:42:53 AM,(ok),00:01:00,OK,0.3,49499,,0.5,5279,,1,1219,,2.5,173,,5,54,,10,12,,OK,0.10,N/A,0
2262,box.a5,4/29/2014 9:43:53 AM,(ok),00:01:00,OK,0.3,53442,,0.5,5641,,1,1251,,2.5,172,,5,48,,10,3,,OK,0.10,N/A,0
2263,box.a5,4/29/2014 9:44:53 AM,(ok),00:01:00,OK,0.3,53864,,0.5,5811,,1,1325,,2.5,196,,5,64,,10,3,,OK,0.10,N/A,0
2264,box.a5,4/29/2014 9:45:53 AM,(ok),00:01:00,OK,0.3,55624,,0.5,5697,,1,1349,,2.5,200,,5,70,,10,3,,OK,0.10,N/A,0
2265,box.a5,4/29/2014 9:46:53 AM,(ok),00:01:00,OK,0.3,54895,,0.5,5556,,1,1289,,2.5,198,,5,58,,10,4,,OK,0.10,N/A,0
2266,box.a5,4/29/2014 9:47:53 AM,(ok),00:01:00,OK,0.3,56164,,0.5,5691,,1,1316,,2.5,191,,5,63,,10,3,,OK,0.10,N/A,0
2267,box.a5,4/29/2014 9:48:53 AM,(ok),00:01:00,OK,0.3,57979,,0.5,6353,,1,1394,,2.5,191,,5,76,,10,5,,OK,0.10,N/A,0
2268,box.a5,4/29/2014 9:49:53 AM,(ok),00:01:00,OK,0.3,57912,,0.5,7342,,1,1581,,2.5,182,,5,71,,10,8,,OK,0.10,N/A,0
2269,box.a5,4/29/2014 9:50:53 AM,(ok),00:01:00,OK,0.3,53397,,0.5,5791,,1,1306,,2.5,190,,5,52,,10,5,,OK,0.10,N/A,0
2270,box.a5,4/29/2014 9:51:53 AM,(ok),00:01:00,OK,0.3,51253,,0.5,5986,,1,1454,,2.5,209,,5,61,,10,9,,OK,0.10,N/A,0
2271,box.a5,4/29/2014 9:52:53 AM,(ok),00:01:00,OK,0.3,47810,,0.5,5191,,1,1234,,2.5,151,,5,57,,10,1,,OK,0.10,N/A,0
2272,box.a5,4/29/2014 9:53:53 AM,(ok),00:01:00,OK,0.3,47518,,0.5,5156,,1,1225,,2.5,178,,5,48,,10,3,,OK,0.10,N/A,0
2273,box.a5,4/29/2014 9:54:53 AM,(ok),00:01:00,OK,0.3,59082,,0.5,6038,,1,1366,,2.5,177,,5,59,,10,5,,OK,0.10,N/A,0
2274,box.a5,4/29/2014 9:55:53 AM,(ok),00:01:00,OK,0.3,70932,,0.5,7365,,1,1655,,2.5,236,,5,70,,10,3,,OK,0.10,N/A,0
2275,box.a5,4/29/2014 9:56:53 AM,(ok),00:01:00,OK,0.3,73394,,0.5,7904,,1,1861,,2.5,253,,5,106,,10,8,,OK,0.10,N/A,0
2276,box.a5,4/29/2014 9:57:53 AM,(ok),00:01:00,OK,0.3,73801,,0.5,8276,,1,2054,,2.5,296,,5,102,,10,9,,OK,0.10,N/A,0
2277,box.a5,4/29/2014 9:58:53 AM,(ok),00:01:00,OK,0.3,74632,,0.5,8630,,1,2146,,2.5,294,,5,106,,10,8,,OK,0.10,N/A,0
2278,box.a5,4/29/2014 9:59:53 AM,(ok),00:01:00,OK,0.3,65563,,0.5,8532,,1,2184,,2.5,289,,5,97,,10,9,,OK,0.10,N/A,0
2279,box.a5,4/29/2014 10:00:53 AM,(ok),00:01:00,OK,0.3,52564,,0.5,7761,,1,2037,,2.5,278,,5,91,,10,7,,OK,0.10,N/A,0
2280,box.a5,4/29/2014 10:01:53 AM,(ok),00:01:00,OK,0.3,54291,,0.5,6564,,1,1729,,2.5,257,,5,76,,10,8,,OK,0.10,N/A,0
2281,box.a5,4/29/2014 10:02:53 AM,(ok),00:01:00,OK,0.3,60640,,0.5,7482,,1,1881,,2.5,304,,5,127,,10,8,,OK,0.10,N/A,0
2282,box.a5,4/29/2014 10:03:53 AM,(ok),00:01:00,OK,0.3,67454,,0.5,8045,,1,2324,,2.5,345,,5,110,,10,8,,OK,0.10,N/A,0
2283,box.a5,4/29/2014 10:04:53 AM,(ok),00:01:00,OK,0.3,62254,,0.5,7617,,1,2165,,2.5,333,,5,108,,10,7,,OK,0.10,N/A,0
2284,box.a5,4/29/2014 10:05:53 AM,(ok),00:01:00,OK,0.3,62929,,0.5,8338,,1,2409,,2.5,395,,5,121,,10,12,,OK,0.10,N/A,0
2285,box.a5,4/29/2014 10:06:53 AM,(ok),00:01:00,OK,0.3,59839,,0.5,7856,,1,2482,,2.5,410,,5,143,,10,14,,OK,0.10,N/A,0
2286,box.a5,4/29/2014 10:07:53 AM,(ok),00:01:00,OK,0.3,64737,,0.5,8267,,1,2579,,2.5,422,,5,135,,10,9,,OK,0.10,N/A,0
2287,box.a5,4/29/2014 10:08:53 AM,(ok),00:01:00,OK,0.3,59517,,0.5,7975,,1,2444,,2.5,359,,5,130,,10,12,,OK,0.10,N/A,0
2288,box.a5,4/29/2014 10:09:53 AM,(ok),00:01:00,OK,0.3,55323,,0.5,6364,,1,1652,,2.5,266,,5,92,,10,5,,OK,0.10,N/A,0
2289,box.a5,4/29/2014 10:10:53 AM,(ok),00:01:00,OK,0.3,57423,,0.5,6285,,1,1503,,2.5,185,,5,76,,10,6,,OK,0.10,N/A,0
2290,box.a5,4/29/2014 10:11:53 AM,(ok),00:01:00,OK,0.3,52158,,0.5,5751,,1,1413,,2.5,215,,5,65,,10,19,,OK,0.10,N/A,0
2291,box.a5,4/29/2014 10:12:53 AM,(ok),00:01:00,OK,0.3,64146,,0.5,7319,,1,1806,,2.5,265,,5,111,,10,9,,OK,0.10,N/A,0
2292,box.a5,4/29/2014 10:13:53 AM,(ok),00:01:00,OK,0.3,72361,,0.5,8837,,1,2439,,2.5,372,,5,138,,10,11,,OK,0.10,N/A,0
2293,box.a5,4/29/2014 10:14:53 AM,(ok),00:01:00,OK,0.3,55070,,0.5,7735,,1,2333,,2.5,378,,5,125,,10,12,,OK,0.10,N/A,0
2294,box.a5,4/29/2014 10:15:53 AM,(ok),00:01:00,OK,0.3,73676,,0.5,8558,,1,2155,,2.5,342,,5,107,,10,14,,OK,0.10,N/A,0
2295,box.a5,4/29/2014 10:16:53 AM,(ok),00:01:00,OK,0.3,64340,,0.5,8861,,1,2653,,2.5,425,,5,122,,10,15,,OK,0.10,N/A,0
2296,box.a5,4/29/2014 10:17:53 AM,(ok),00:01:00,OK,0.3,60047,,0.5,8370,,1,2518,,2.5,373,,5,138,,10,5,,OK,0.10,N/A,0
2297,box.a5,4/29/2014 10:18:53 AM,(ok),00:01:00,OK,0.3,59391,,0.5,8047,,1,2381,,2.5,357,,5,134,,10,16,,OK,0.10,N/A,0
2298,box.a5,4/29/2014 10:19:53 AM,(ok),00:01:00,OK,0.3,66819,,0.5,8831,,1,2635,,2.5,398,,5,133,,10,12,,OK,0.10,N/A,0
2299,box.a5,4/29/2014 10:20:53 AM,(ok),00:01:00,OK,0.3,66607,,0.5,8795,,1,2663,,2.5,427,,5,135,,10,12,,OK,0.10,N/A,0
2300,box.a5,4/29/2014 10:21:53 AM,(ok),00:01:00,OK,0.3,61935,,0.5,8108,,1,2235,,2.5,327,,5,81,,10,1,,OK,0.10,N/A,0
2301,box.a5,4/29/2014 10:22:53 AM,(ok),00:01:00,OK,0.3,50052,,0.5,7787,,1,2059,,2.5,259,,5,90,,10,9,,OK,0.10,N/A,0
2302,box.a5,4/29/2014 10:23:53 AM,(ok),00:01:00,OK,0.3,65191,,0.5,13545,,1,3381,,2.5,295,,5,93,,10,10,,OK,0.10,N/A,0
2303,box.a5,4/29/2014 10:24:53 AM,(ok),00:01:00,OK,0.3,64417,,0.5,8309,,1,2125,,2.5,289,,5,101,,10,11,,OK,0.10,N/A,0
2304,box.a5,4/29/2014 10:25:53 AM,(ok),00:01:00,OK,0.3,63091,,0.5,8316,,1,2037,,2.5,297,,5,92,,10,6,,OK,0.10,N/A,0
2305,box.a5,4/29/2014 10:26:53 AM,(ok),00:01:00,OK,0.3,52883,,0.5,7309,,1,1862,,2.5,249,,5,91,,10,6,,OK,0.10,N/A,0
2306,box.a5,4/29/2014 10:27:53 AM,(ok),00:01:00,OK,0.3,49944,,0.5,6759,,1,1858,,2.5,243,,5,83,,10,16,,OK,0.10,N/A,0
2307,box.a5,4/29/2014 10:28:53 AM,(ok),00:01:00,OK,0.3,60380,,0.5,7934,,1,2199,,2.5,328,,5,107,,10,6,,OK,0.10,N/A,0
2308,box.a5,4/29/2014 10:29:53 AM,(ok),00:01:00,OK,0.3,62914,,0.5,8228,,1,2276,,2.5,378,,5,133,,10,9,,OK,0.10,N/A,0
2309,box.a5,4/29/2014 10:30:53 AM,(ok),00:01:00,OK,0.3,63682,,0.5,8002,,1,2214,,2.5,325,,5,110,,10,15,,OK,0.10,N/A,0
2310,box.a5,4/29/2014 10:31:53 AM,(ok),00:01:00,OK,0.3,67430,,0.5,8608,,1,2627,,2.5,402,,5,120,,10,17,,OK,0.10,N/A,0
2311,box.a5,4/29/2014 10:32:53 AM,(ok),00:01:00,OK,0.3,67277,,0.5,9171,,1,2796,,2.5,443,,5,153,,10,13,,OK,0.10,N/A,0
2312,box.a5,4/29/2014 10:33:53 AM,(ok),00:01:00,OK,0.3,57447,,0.5,7584,,1,2245,,2.5,357,,5,112,,10,7,,OK,0.10,N/A,0
2313,box.a5,4/29/2014 10:34:53 AM,(ok),00:01:00,OK,0.3,51559,,0.5,6801,,1,1978,,2.5,336,,5,117,,10,15,,OK,0.10,N/A,0
2314,box.a5,4/29/2014 10:35:53 AM,(ok),00:01:00,OK,0.3,53008,,0.5,7029,,1,2013,,2.5,331,,5,131,,10,16,,OK,0.10,N/A,0
2315,box.a5,4/29/2014 10:36:53 AM,(ok),00:01:00,OK,0.3,61217,,0.5,8058,,1,2435,,2.5,415,,5,129,,10,14,,OK,0.10,N/A,0
2316,box.a5,4/29/2014 10:37:53 AM,(ok),00:01:00,OK,0.3,66080,,0.5,8404,,1,2517,,2.5,428,,5,132,,10,8,,OK,0.10,N/A,0
2317,box.a5,4/29/2014 10:38:53 AM,(ok),00:01:00,OK,0.3,62202,,0.5,7961,,1,2447,,2.5,384,,5,129,,10,14,,OK,0.10,N/A,0
2318,box.a5,4/29/2014 10:39:53 AM,(ok),00:01:00,OK,0.3,58944,,0.5,7723,,1,2420,,2.5,419,,5,159,,10,7,,OK,0.10,N/A,0
2319,box.a5,4/29/2014 10:40:53 AM,(ok),00:01:00,OK,0.3,59129,,0.5,8348,,1,2705,,2.5,487,,5,194,,10,18,,OK,0.10,N/A,0
2320,box.a5,4/29/2014 10:41:53 AM,(ok),00:01:00,OK,0.3,47963,,0.5,7525,,1,2487,,2.5,474,,5,157,,10,17,,OK,0.10,N/A,0
2321,box.a5,4/29/2014 10:42:53 AM,(ok),00:01:00,OK,0.3,40850,,0.5,5763,,1,1808,,2.5,296,,5,133,,10,14,,OK,0.10,N/A,0
2322,box.a5,4/29/2014 10:43:53 AM,(ok),00:01:00,OK,0.3,57305,,0.5,6647,,1,1677,,2.5,286,,5,114,,10,12,,OK,0.10,N/A,0
2323,box.a5,4/29/2014 10:44:53 AM,(ok),00:01:00,OK,0.3,46415,,0.5,8232,,1,2410,,2.5,341,,5,132,,10,23,,OK,0.10,N/A,0
2324,box.a5,4/29/2014 10:45:53 AM,(ok),00:01:00,OK,0.3,36337,,0.5,5212,,1,1475,,2.5,253,,5,93,,10,16,,OK,0.10,N/A,0
2325,box.a5,4/29/2014 10:46:53 AM,(ok),00:01:00,OK,0.3,33042,,0.5,4563,,1,1320,,2.5,234,,5,75,,10,12,,OK,0.10,N/A,0
2326,box.a5,4/29/2014 10:47:53 AM,(ok),00:01:00,OK,0.3,37088,,0.5,4508,,1,1301,,2.5,209,,5,78,,10,11,,OK,0.10,N/A,0
2327,box.a5,4/29/2014 10:48:53 AM,(ok),00:01:00,OK,0.3,38399,,0.5,4794,,1,1448,,2.5,252,,5,118,,10,12,,OK,0.10,N/A,0
2328,box.a5,4/29/2014 10:49:53 AM,(ok),00:01:00,OK,0.3,38571,,0.5,4910,,1,1451,,2.5,286,,5,109,,10,10,,OK,0.10,N/A,0
2329,box.a5,4/29/2014 10:50:53 AM,(ok),00:01:00,OK,0.3,45706,,0.5,5691,,1,1676,,2.5,246,,5,142,,10,17,,OK,0.10,N/A,0
2330,box.a5,4/29/2014 10:51:53 AM,(ok),00:01:00,OK,0.3,42610,,0.5,5395,,1,1480,,2.5,239,,5,104,,10,15,,OK,0.10,N/A,0
2331,box.a5,4/29/2014 10:52:53 AM,(ok),00:01:00,OK,0.3,40456,,0.5,5282,,1,1618,,2.5,262,,5,118,,10,17,,OK,0.10,N/A,0
2332,box.a5,4/29/2014 10:53:53 AM,(ok),00:01:00,OK,0.3,40231,,0.5,5352,,1,1441,,2.5,227,,5,90,,10,10,,OK,0.10,N/A,0
2333,box.a5,4/29/2014 10:54:53 AM,(ok),00:01:00,OK,0.3,37742,,0.5,5450,,1,1474,,2.5,252,,5,104,,10,11,,OK,0.10,N/A,0
2334,box.a5,4/29/2014 10:55:53 AM,(ok),00:01:00,OK,0.3,40095,,0.5,5779,,1,1740,,2.5,310,,5,136,,10,17,,OK,0.10,N/A,0
2335,box.a5,4/29/2014 10:56:53 AM,(ok),00:01:00,OK,0.3,39541,,0.5,5637,,1,1598,,2.5,262,,5,105,,10,13,,OK,0.10,N/A,0
2336,box.a5,4/29/2014 10:57:53 AM,(ok),00:01:00,OK,0.3,38577,,0.5,5351,,1,1493,,2.5,248,,5,100,,10,17,,OK,0.10,N/A,0
2337,box.a5,4/29/2014 10:58:53 AM,(ok),00:01:00,OK,0.3,36605,,0.5,5353,,1,1670,,2.5,255,,5,117,,10,18,,OK,0.10,N/A,0
2338,box.a5,4/29/2014 10:59:53 AM,(ok),00:01:00,OK,0.3,35084,,0.5,5564,,1,1665,,2.5,236,,5,87,,10,9,,OK,0.10,N/A,0
2339,box.a5,4/29/2014 11:00:53 AM,(ok),00:01:00,OK,0.3,31092,,0.5,4518,,1,1276,,2.5,184,,5,85,,10,9,,OK,0.10,N/A,0
2340,box.a5,4/29/2014 11:01:53 AM,(ok),00:01:00,OK,0.3,30940,,0.5,4399,,1,1246,,2.5,180,,5,68,,10,13,,OK,0.10,N/A,0
2341,box.a5,4/29/2014 11:02:53 AM,(ok),00:01:00,OK,0.3,33700,,0.5,4713,,1,1277,,2.5,163,,5,71,,10,7,,OK,0.10,N/A,0
2342,box.a5,4/29/2014 11:03:53 AM,(ok),00:01:00,OK,0.3,40476,,0.5,5924,,1,1748,,2.5,268,,5,108,,10,10,,OK,0.10,N/A,0
2343,box.a5,4/29/2014 11:04:53 AM,(ok),00:01:00,OK,0.3,38559,,0.5,5916,,1,1727,,2.5,264,,5,100,,10,13,,OK,0.10,N/A,0
2344,box.a5,4/29/2014 11:05:53 AM,(ok),00:01:00,OK,0.3,38073,,0.5,5531,,1,1672,,2.5,283,,5,129,,10,8,,OK,0.10,N/A,0
2345,box.a5,4/29/2014 11:06:53 AM,(ok),00:01:00,OK,0.3,33262,,0.5,4590,,1,1241,,2.5,189,,5,92,,10,5,,OK,0.10,N/A,0
2346,box.a5,4/29/2014 11:07:53 AM,(ok),00:01:00,OK,0.3,34331,,0.5,4462,,1,1291,,2.5,195,,5,99,,10,9,,OK,0.10,N/A,0
2347,box.a5,4/29/2014 11:08:53 AM,(ok),00:01:00,OK,0.3,44193,,0.5,5217,,1,1279,,2.5,179,,5,89,,10,7,,OK,0.10,N/A,0
2348,box.a5,4/29/2014 11:09:53 AM,(ok),00:01:00,OK,0.3,43900,,0.5,5246,,1,1421,,2.5,275,,5,95,,10,8,,OK,0.10,N/A,0
2349,box.a5,4/29/2014 11:10:53 AM,(ok),00:01:00,OK,0.3,41465,,0.5,5267,,1,1433,,2.5,271,,5,103,,10,9,,OK,0.10,N/A,0
2350,box.a5,4/29/2014 11:11:53 AM,(ok),00:01:00,OK,0.3,43771,,0.5,5000,,1,1269,,2.5,226,,5,77,,10,12,,OK,0.10,N/A,0
2351,box.a5,4/29/2014 11:12:53 AM,(ok),00:01:00,OK,0.3,97864,,0.5,11868,,1,1457,,2.5,314,,5,155,,10,48,,OK,0.10,N/A,0
2352,box.a5,4/29/2014 11:13:53 AM,(ok),00:01:00,OK,0.3,36487,,0.5,4920,,1,1425,,2.5,223,,5,152,,10,19,,OK,0.10,N/A,0
2353,box.a5,4/29/2014 11:14:53 AM,(ok),00:01:00,OK,0.3,37289,,0.5,5621,,1,1554,,2.5,235,,5,134,,10,44,,OK,0.10,N/A,0
2354,box.a5,4/29/2014 11:15:53 AM,(ok),00:01:00,OK,0.3,43960,,0.5,6565,,1,1918,,2.5,260,,5,103,,10,17,,OK,0.10,N/A,0
2355,box.a5,4/29/2014 11:16:53 AM,(ok),00:01:00,OK,0.3,43813,,0.5,5725,,1,1749,,2.5,314,,5,137,,10,19,,OK,0.10,N/A,0
